,,,2017a,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63,_64,_65,_66,_67,_68,_69,_70,_71,_72,_73,_74,_75,_76,_77,_78,_79,_80,_81,_82,_83,_84,_85,_86,_87,_88,_89,_90,_91,_92,_93,_94,_95,_96,_97,_98,_99,_100,_101,_102,_103,_104,_105,_106,_107,_108,_109,_110,_111,_112,_113,_114,_115,_116
1285,B02E,W,DSC01285.JPG,6/25/2019 11:21,2018:07:27 15:12:08,2018:07:27 15:12:08,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8071417,0.773,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.62,5.23,4.21,3.33,2.96,3,2.75,20.52,5.55,4.16,3.95,4.06,3.69,16.74,6,0.76,0.8,0.75,0.74,0.75,1,,,,,,0,0,0,0,2.754,5.55,4.158,3.949,4.057,3.691,,,,,0.0686,0.0933,0.0718,40.95,6.14,47.09,2.81,0.57,3.38,,,,,,,,,,,
1287,B01W,C,DSC01287.JPG,6/25/2019 11:22,2018:07:27 15:19:17,2018:07:27 15:19:17,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8992304.3,0.861,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.95,3.27,4.71,3.93,3.38,3.88,3.34,9.9,5.63,4.71,4.41,5.53,4.44,7.38,6,0.84,0.84,0.77,0.7,0.75,1,,,,,,0,0,0,0,3.338,5.635,4.709,4.415,5.534,4.44,,,,,0.0145,0.0545,0.0198,40.95,6.14,47.09,0.6,0.33,0.93,,,,,,,,,,,
1288,B01W,N,DSC01288.JPG,6/25/2019 11:22,2018:07:27 15:19:23,2018:07:27 15:19:23,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9017311.9,0.864,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.96,3.27,4.62,3.93,3.37,3.86,3.31,10.08,5.38,4.73,4.41,5.53,4.42,7.38,8,0.86,0.83,0.76,0.7,0.75,1,,,,,,0,0,0,0,3.314,5.376,4.73,4.41,5.532,4.424,,,,,0.0166,0.0541,0.0215,40.95,6.14,47.09,0.68,0.33,1.01,,,,,,,,,,,
1289,B01W,E,DSC01289.JPG,6/25/2019 11:22,2018:07:27 15:20:08,2018:07:27 15:20:08,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8757243.6,0.839,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.53,3.56,3.58,3.79,3.45,4.55,3.47,6.66,4.8,4.24,4.13,5.85,4.32,5.4,7,0.75,0.89,0.84,0.78,0.8,1,,,,,,0,0,0,0,3.472,4.801,4.242,4.127,5.848,4.316,,,,,0.0433,0.0344,0.0421,40.95,6.14,47.09,1.77,0.21,1.98,,,,,,,,,,,
1290,B01W,S,DSC01290.JPG,6/25/2019 11:22,2018:07:27 15:21:06,2018:07:27 15:21:06,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8361032.6,0.801,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.68,4.84,3.07,3.36,3.02,4.3,3.27,7.74,3.31,3.74,3.63,5.45,4,4.86,7,0.93,0.9,0.83,0.79,0.82,1,,,,,,0,0,0,0,3.271,3.31,3.744,3.628,5.448,4.003,,,,,0.0576,0.0544,0.0572,40.95,6.14,47.09,2.36,0.33,2.69,,,,,,,,,,,
1291,B01W,W,DSC01291.JPG,6/25/2019 11:22,2018:07:27 15:21:55,2018:07:27 15:21:55,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8475062.3,0.812,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.22,4.26,2.84,3.6,3.26,4.54,3.41,5.76,3.53,4.55,4.44,6.65,4.72,1.98,10,0.81,0.79,0.73,0.68,0.72,1,,,,,,0,0,0,0,3.414,3.526,4.553,4.443,6.646,4.724,,,,,0.0192,0.0409,0.022,40.95,6.14,47.09,0.79,0.25,1.04,,,,,,,,,,,
1292,B01W,X,DSC01292.JPG,6/25/2019 11:22,2018:07:27 15:23:26,2018:07:27 15:23:26,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9117356.1,0.873,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.52,2.55,3.52,4.24,3.78,5.53,4.11,3.6,4.33,4.99,4.87,7.28,5.3,5.58,17,0.81,0.85,0.78,0.76,0.78,1,,,,,,0,0,0,0,4.112,4.331,4.993,4.866,7.278,5.3,,,,,0.0191,0.0256,0.02,40.95,6.14,47.09,0.78,0.16,0.94,,,,,,,,,,,
1295,B01E,C,DSC01295.JPG,6/25/2019 11:23,2018:07:27 15:26:45,2018:07:27 15:26:45,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8688550.4,0.832,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.04,2.21,3.93,4.12,3.71,4.8,3.89,9.18,4.72,4.62,4.45,6.01,4.71,8.1,9,0.83,0.89,0.83,0.8,0.83,1,,,,,,0,0,0,0,3.893,4.719,4.625,4.446,6.01,4.713,,,,,0.0179,0.0313,0.0196,40.95,6.14,47.09,0.73,0.19,0.92,,,,,,,,,,,
1296,B01E,N,DSC01296.JPG,6/25/2019 11:23,2018:07:27 15:27:21,2018:07:27 15:27:21,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8090469.4,0.775,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.67,5.07,2.98,3.2,2.81,3.36,2.86,11.16,3.39,3.64,3.55,4.73,3.76,9.72,8,0.88,0.88,0.79,0.71,0.76,1,,,,,,0,0,0,0,2.858,3.394,3.64,3.546,4.728,3.762,,,,,0.1237,0.0747,0.1173,40.95,6.14,47.09,5.06,0.46,5.52,,,,,,,,,,,
1297,B01E,E,DSC01297.JPG,6/25/2019 11:23,2018:07:27 15:28:19,2018:07:27 15:28:19,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8389598.6,0.804,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.36,3.53,3.14,3.54,3.26,3.99,3.23,10.44,5.61,4.41,4.21,4.92,4.07,8.28,8,0.56,0.8,0.78,0.81,0.79,1,,,,,,0,0,0,0,3.228,5.609,4.409,4.205,4.918,4.065,,,,,0.0475,0.0436,0.047,40.95,6.14,47.09,1.95,0.27,2.21,,,,,,,,,,,
1298,B01E,S,DSC01298.JPG,6/25/2019 11:23,2018:07:27 15:29:32,2018:07:27 15:29:32,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8223445.2,0.788,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.76,3.98,3.21,3.39,3.12,3.97,3.2,13.5,3.92,4.17,4.14,6.04,4.57,7.92,12,0.82,0.81,0.75,0.66,0.7,1,,,,,,0,0,0,0,3.205,3.92,4.166,4.143,6.038,4.573,,,,,0.0156,0.0506,0.0201,40.95,6.14,47.09,0.64,0.31,0.95,,,,,,,,,,,
1299,B01E,W,DSC01299.JPG,6/25/2019 11:24,2018:07:27 15:30:52,2018:07:27 15:30:52,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8349021.5,0.8,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.82,4.17,3.61,3.51,3.15,3.64,3.07,14.76,4.57,4.19,4.04,4.97,3.97,10.98,2,0.79,0.84,0.78,0.73,0.77,1,,,,,,0,0,0,0,3.069,4.571,4.192,4.043,4.966,3.97,,,,,0.0868,0.0645,0.0839,40.95,6.14,47.09,3.55,0.4,3.95,,,,,,,,,,,
1301,A03E,C,DSC01301.JPG,6/25/2019 11:24,2018:07:27 15:58:46,2018:07:27 15:58:46,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8148668.8,0.781,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.92,5.11,2.92,3.2,2.88,3.66,2.91,8.1,3.39,3.59,3.4,4.33,3.4,7.74,0,0.86,0.89,0.85,0.85,0.86,1,,,,,,0,0,0,0,2.913,3.39,3.59,3.397,4.327,3.402,,,,,0.0877,0.0608,0.0842,40.95,6.14,47.09,3.59,0.37,3.96,,,,,,,,,,,
1302,A03E,N,DSC01302.JPG,6/25/2019 11:24,2018:07:27 15:59:46,2018:07:27 15:59:46,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8846236.7,0.847,-0.824,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.57,1.61,3.58,4.6,4.2,5.54,4.3,6.48,5.41,5.64,5.47,7.64,5.72,3.6,20,0.66,0.82,0.77,0.73,0.75,1,,,,,,0,0,0,0,4.299,5.411,5.638,5.468,7.638,5.72,,,,,0.0364,0.0172,0.0339,40.95,6.14,47.09,1.49,0.11,1.6,,,,,,,,,,,
1303,A03E,E,DSC01303.JPG,6/25/2019 11:24,2018:07:27 16:00:48,2018:07:27 16:00:48,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8770399.1,0.84,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.99,2.09,3.79,4.35,3.95,5.61,4.28,7.02,5.09,5.33,5.23,7.51,5.55,4.5,13,0.74,0.82,0.76,0.75,0.77,1,,,,,,0,0,0,0,4.284,5.09,5.326,5.235,7.508,5.552,,,,,0.0573,0.025,0.0531,40.95,6.14,47.09,2.34,0.15,2.5,,,,,,,,,,,
1304,A03E,S,DSC01304.JPG,6/25/2019 11:24,2018:07:27 16:02:21,2018:07:27 16:02:21,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8629985.3,0.827,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.43,2.58,3.66,4,3.64,5.24,4.04,7.56,3.88,4.76,4.62,7,5.18,5.4,14,0.94,0.84,0.79,0.75,0.78,1,,,,,,0,0,0,0,4.042,3.881,4.76,4.617,7,5.177,,,,,0.047,0.0326,0.0451,40.95,6.14,47.09,1.92,0.2,2.12,,,,,,,,,,,
1305,A03E,S,DSC01305.JPG,6/25/2019 11:24,2018:07:27 16:02:22,2018:07:27 16:02:22,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8631763.7,0.827,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.43,2.58,3.7,4,3.64,5.24,4.04,7.56,3.9,4.75,4.59,6.97,5.16,5.4,14,0.95,0.84,0.79,0.75,0.78,1,,,,,,0,0,0,0,4.039,3.898,4.752,4.591,6.974,5.163,,,,,0.0485,0.0326,0.0464,40.95,6.14,47.09,1.98,0.2,2.19,,,,,,,,,,,
1306,A03E,W,DSC01306.JPG,6/25/2019 11:25,2018:07:27 16:03:44,2018:07:27 16:03:44,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8781772.1,0.841,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.38,2.47,4.09,4.17,3.71,4.72,3.73,7.92,5.33,5.23,5.09,6.53,5.03,6.3,11,0.77,0.8,0.73,0.72,0.74,1,,,,,,0,0,0,0,3.733,5.326,5.23,5.094,6.526,5.03,,,,,0.0173,0.0283,0.0188,40.95,6.14,47.09,0.71,0.17,0.88,,,,,,,,,,,
1308,A03W,C,DSC01308.JPG,6/25/2019 11:25,2018:07:27 16:09:58,2018:07:27 16:09:58,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8586759.1,0.823,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.39,2.47,3.51,4.04,3.64,4.53,3.6,8.82,4.09,4.37,4.16,5.4,4.21,7.2,1,0.86,0.92,0.88,0.84,0.85,1,,,,,,0,0,0,0,3.603,4.088,4.368,4.158,5.404,4.214,,,,,0.0272,0.0277,0.0273,40.95,6.14,47.09,1.11,0.17,1.28,,,,,,,,,,,
